permitnum,permitclass,permitclassmapped,permittypemapped,permittypedesc,description,housingunits,statuscurrent,relatedmup,originaladdress1,originalcity,originalstate,originalzip,link,latitude,longitude,location1,daysoutcorrections,numberreviewcycles,dependentbuilding,housingcategory,contractorcompanyname,estprojectcost,applieddate,housingunitsremoved,housingunitsadded,issueddate,expiresdate,completeddate,zoning,dwellingunittype,standardplan,parentpermitnum
6067146-CN,N/A,N/A,Building,Addition/Alteration,kitcher addition over extended existing shop area,0.0,Closed,,10758 RIVIERA PL NE,SEATTLE,WA,98125,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6067146-CN'},47.70945295,-122.27608214,"{'latitude': '47.70945295', 'longitude': '-122.27608214'}",0,0,0,N/A,,,,,,,,,,,,
6067152-CN,Single Family/Duplex,Residential,Building,New,Establish use and construct new Single Family Residence per plans,1.0,Completed,,2322 22ND AVE S,SEATTLE,WA,98144,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6067152-CN'},47.58225897,-122.30398087,"{'latitude': '47.58225897', 'longitude': '-122.30398087'}",0,0,0,Middle Housing,MIVASKO CONSTRUCTION,326601.0000,2005-12-30T00:00:00.000,0.0,1.0,2006-08-03T00:00:00.000,2008-02-03T00:00:00.000,2007-06-21T00:00:00.000,SF 5000,Detached Single-Family,0,
6067173-CN,Commercial,Non-Residential,Building,Addition/Alteration,Closed as Incomplete - Expired Permit    Establish use as storage. Construct addition south side of existing office warehouse & occupy as warehouse per plans.,0.0,Completed,,110 N 36TH ST,SEATTLE,WA,98103,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6067173-CN'},47.65308033,-122.35694096,"{'latitude': '47.65308033', 'longitude': '-122.35694096'}",0,0,0,Commercial Add/Alt,,199562.0000,2006-08-16T00:00:00.000,0.0,0.0,2007-12-17T00:00:00.000,2009-06-17T00:00:00.000,,,,,
6064184-CN,Single Family/Duplex,Residential,Building,New,5/25/2010 HUD. PROJECT NOT ELIGIBLE FOR RE-ESTABLISHMENT UNTIL NEW SDOT SURETY BOND IN PLACE.Construct a single family dwelling with attached garage in ECA (steep slope and potential slide) and shoreline  per plans.,1.0,Expired,,9623 RAINIER AVE S,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064184-CN'},47.51859880,-122.25715262,"{'latitude': '47.5185988', 'longitude': '-122.25715262'}",0,0,0,N/A,,421072.0000,2006-05-09T00:00:00.000,0.0,1.0,2008-09-05T00:00:00.000,2010-03-05T00:00:00.000,,,,,
6064230-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Enclose existing carport and convert to garage accessory to single family residence subject to field inspection.,0.0,Completed,,10351 14TH AVE NW,SEATTLE,WA,98177,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064230-CN'},47.70484246,-122.37441757,"{'latitude': '47.70484246', 'longitude': '-122.37441757'}",0,0,0,Single-Family Add/Alt,,1800.0000,2005-10-03T00:00:00.000,,,2005-10-03T00:00:00.000,2007-04-03T00:00:00.000,2007-09-13T00:00:00.000,,,,
6064287-CN,Single Family/Duplex,Residential,Building,New,Establish use as and construct new sfr and attached garage per plan.,1.0,Completed,,10708 15TH AVE NE,SEATTLE,WA,98125,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064287-CN'},47.70709840,-122.31143777,"{'latitude': '47.7070984', 'longitude': '-122.31143777'}",0,0,0,Middle Housing,,327924.0000,2006-05-05T00:00:00.000,0.0,1.0,2006-08-25T00:00:00.000,2008-02-25T00:00:00.000,2007-10-26T00:00:00.000,SF 7200,Detached Single-Family,0,
6064324-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Closed as Incomplete - Expired Permit    Install bathroom in upper story of existing 2-story detached garage accessory to single family residence per STFI. ""NOT TO BE USED AS SECOND DWELLING UNIT"" ok per Mills/Mosteller",0.0,Completed,,7544 30TH AVE SW,SEATTLE,WA,98126,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064324-CN'},47.53422247,-122.37091868,"{'latitude': '47.53422247', 'longitude': '-122.37091868'}",0,0,0,Single-Family Add/Alt,,1500.0000,2006-06-14T00:00:00.000,,,2006-06-14T00:00:00.000,2007-12-14T00:00:00.000,,,,,
6064328-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Replace existing carport with new detached garage per location/site plan subject to field inspection,0.0,Completed,,1117 NW 63RD ST,SEATTLE,WA,98107,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064328-CN'},47.67422765,-122.37217299,"{'latitude': '47.67422765', 'longitude': '-122.37217299'}",0,0,0,Single-Family Add/Alt,,7100.0000,2005-09-09T00:00:00.000,,,2005-09-09T00:00:00.000,2007-03-09T00:00:00.000,2005-09-26T00:00:00.000,,,,
6064349-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Alter lower floor of existing single-family dwelling per plans.  (Finish unfinished lower level.  Revised 9/27/06.) 4/17/2007 Revision to lower floor of existing single-family dwelling.,0.0,Completed,,324 NE 50TH ST,SEATTLE,WA,98105,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064349-CN'},47.66519119,-122.32451097,"{'latitude': '47.66519119', 'longitude': '-122.32451097'}",0,0,0,Single-Family Add/Alt,GRIF'N'HOOK CONSTRUCTION LLC,50000.0000,2006-07-28T00:00:00.000,0.0,0.0,2006-11-20T00:00:00.000,2008-05-20T00:00:00.000,2007-10-19T00:00:00.000,,,,
6064350-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Closed as Incomplete - Expired Permit    Construct 744sf 1-story addition to south end of existing single family residence per plot plan / Subject To Field Inspection (STFI).,0.0,Completed,,9020 MERIDIAN PL N,SEATTLE,WA,98103,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064350-CN'},47.69433941,-122.33233167,"{'latitude': '47.69433941', 'longitude': '-122.33233167'}",0,0,0,Single-Family Add/Alt,,70048.0000,2006-03-02T00:00:00.000,,,2006-03-02T00:00:00.000,2007-09-02T00:00:00.000,,,,,
6067204-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Const. 1st and 2nd story additions with deck and alter exist. duplex  per plans,0.0,Completed,,103 NEWELL ST,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6067204-CN'},47.64448935,-122.35528975,"{'latitude': '47.64448935', 'longitude': '-122.35528975'}",0,0,0,Single-Family Add/Alt,,128000.0000,2005-08-23T00:00:00.000,0.0,0.0,2005-11-15T00:00:00.000,2007-05-15T00:00:00.000,2006-12-19T00:00:00.000,,,,
6067227-DM,Single Family/Duplex,Residential,Demolition,,demolish existing duplex (802 NW 50th St.),0.0,Completed,,802 NW 50TH ST,SEATTLE,WA,98107,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6067227-DM'},47.66511810,-122.36652812,"{'latitude': '47.6651181', 'longitude': '-122.36652812'}",0,0,0,N/A,,,2005-08-15T00:00:00.000,,,2006-02-17T00:00:00.000,2007-08-17T00:00:00.000,2006-11-08T00:00:00.000,,,,
6067252-DM,Single Family/Duplex,Residential,Demolition,,Demolish single family residence subject to field inspection,-1.0,Completed,,10616 MARINE VIEW DR SW,SEATTLE,WA,98146,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6067252-DM'},47.50779023,-122.38742739,"{'latitude': '47.50779023', 'longitude': '-122.38742739'}",0,0,0,N/A,,,2006-08-18T00:00:00.000,1.0,0.0,2006-12-01T00:00:00.000,2008-06-01T00:00:00.000,2007-11-16T00:00:00.000,SF 7200,Detached Single-Family,0,6096141-CN
6067333-DM,Single Family/Duplex,Residential,Demolition,,Demolish existing single family residence  per location plan  subject to field inspection. Future construction of new single family residence is under Project #2502874.,-1.0,Completed,,7334 12TH AVE NW,SEATTLE,WA,98117,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6067333-DM'},47.68249767,-122.37123462,"{'latitude': '47.68249767', 'longitude': '-122.37123462'}",0,0,0,N/A,,,2005-07-27T00:00:00.000,1.0,0.0,2005-07-28T00:00:00.000,2007-01-28T00:00:00.000,2007-07-05T00:00:00.000,SF 5000,Detached Single-Family,0,
6067347-CC,N/A,N/A,Building,Curb Cut,Construct and maintain one 10' residential curb cut approximately 10' east of the west property line.  An existing curb cut on SW Bruce St to be removed and filled with new curb.,0.0,Completed,,5015 SW DAWSON ST,SEATTLE,WA,98136,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6067347-CC'},47.55550894,-122.39719324,"{'latitude': '47.55550894', 'longitude': '-122.39719324'}",,,0,N/A,,,2005-07-27T00:00:00.000,,,2005-07-27T00:00:00.000,2007-01-27T00:00:00.000,2006-07-07T00:00:00.000,,,,
6067355-CN,Commercial,Non-Residential,Building,Addition/Alteration,Change of use and of three rooms in an existing building from E-3 clasrooms/E-1 workrooms to I-4 daycare and per plans,0.0,Completed,,844 NE 78TH ST,SEATTLE,WA,98115,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6067355-CN'},47.68566608,-122.31850861,"{'latitude': '47.68566608', 'longitude': '-122.31850861'}",0,0,0,Commercial Add/Alt,,1000.0000,2005-08-08T00:00:00.000,0.0,0.0,2005-09-07T00:00:00.000,2007-03-07T00:00:00.000,2005-09-12T00:00:00.000,,,,
6067362-CN,Single Family/Duplex,Residential,Building,NONE,Closed as Incomplete - Expired Permit    CONCRETE PAVING TO ESTABLISH NEW PARKING SPACE FOR EXISTING SINGLE FAMILY RESIDENCE SUBJECT TO FIELD INSPECTION,0.0,Completed,,939 NW 52ND ST,SEATTLE,WA,98107,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6067362-CN'},47.66624959,-122.37031522,"{'latitude': '47.66624959', 'longitude': '-122.37031522'}",0,0,0,N/A,,1000.0000,2005-07-27T00:00:00.000,,,2005-07-27T00:00:00.000,2007-01-27T00:00:00.000,2005-07-27T00:00:00.000,,,,
6067443-DM,Single Family/Duplex,Residential,Demolition,,Per Court Order  demolish existing Duplex,-1.0,Completed,,111 12TH AVE,SEATTLE,WA,98122,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6067443-DM'},47.60205486,-122.31712624,"{'latitude': '47.60205486', 'longitude': '-122.31712624'}",0,0,0,N/A,,,2005-07-28T00:00:00.000,1.0,0.0,2005-07-28T00:00:00.000,2007-01-28T00:00:00.000,2008-03-07T00:00:00.000,NC3,Detached Single-Family,0,
6065242-CN,N/A,N/A,Building,,change of use,0.0,Closed,,1414 31ST AVE S,SEATTLE,WA,98144,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6065242-CN'},47.58998953,-122.29210311,"{'latitude': '47.58998953', 'longitude': '-122.29210311'}",0,0,0,N/A,,,,,,,,,,,,
6065274-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Permit for the record only to construct ramp & approach structure for access improvements from SR-519/I-90 to Qwest Field Parking Garage  for ""WSDOT"".  Work being reviewed & permitted under Street Use permit #90131.",0.0,Completed,,800 OCCIDENTAL AVE S,SEATTLE,WA,98104,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6065274-CN'},47.59544395,-122.33160774,"{'latitude': '47.59544395', 'longitude': '-122.33160774'}",0,0,0,Commercial Add/Alt,KIEWIT INFRASTRUTURE WEST CO.,1.0000,2009-08-27T00:00:00.000,0.0,0.0,2009-08-27T00:00:00.000,2011-02-27T00:00:00.000,2010-05-12T00:00:00.000,,,,
6065408-CN,Single Family/Duplex,Residential,Building,New,Establish use as new townhouses and construct one new 2-unit townhouse structure (east bldg) w/ attached garages per plans.  Existing west duplex to remain unchanged.,2.0,Completed,3005159-LU,3060 31ST AVE W,SEATTLE,WA,98199,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6065408-CN'},47.64850269,-122.39642981,"{'latitude': '47.64850269', 'longitude': '-122.39642981'}",0,0,0,Middle Housing,,310273.0000,2006-06-06T00:00:00.000,0.0,2.0,2007-08-14T00:00:00.000,2009-02-14T00:00:00.000,2009-05-28T00:00:00.000,L-1,Multifamily Ground Level Townhouse,0,
6065425-CN,Commercial,Non-Residential,Building,Addition/Alteration,Construct addition and alterations to existing commerical building/occupy per plan.,0.0,Completed,,8103 8TH AVE S,SEATTLE,WA,98108,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6065425-CN'},47.53036960,-122.32317481,"{'latitude': '47.5303696', 'longitude': '-122.32317481'}",0,0,0,Commercial Add/Alt,,328753.0000,2012-02-15T00:00:00.000,0.0,0.0,2012-05-24T00:00:00.000,2013-11-24T00:00:00.000,2013-10-11T00:00:00.000,,,,
6065460-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Construct a detached garage accessory to existing single family dwelling  per plans & STFI,0.0,Completed,,315 N 75TH ST,SEATTLE,WA,98103,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6065460-CN'},47.68308258,-122.35458722,"{'latitude': '47.68308258', 'longitude': '-122.35458722'}",0,0,0,Single-Family Add/Alt,,16659.0000,2007-08-09T00:00:00.000,,,2007-08-09T00:00:00.000,2009-02-09T00:00:00.000,2008-04-17T00:00:00.000,,,,
6065509-CN,Single Family/Duplex,Residential,Building,New,Closed as Incomplete - Expired Permit    Construct detached 2 car garage accessory to existing SFR  per plan.,0.0,Completed,,4317 SW DAWSON ST,SEATTLE,WA,98136,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6065509-CN'},47.55626073,-122.38782998,"{'latitude': '47.55626073', 'longitude': '-122.38782998'}",0,0,0,N/A,,12900.0000,2005-08-09T00:00:00.000,0.0,0.0,2005-08-25T00:00:00.000,2007-02-25T00:00:00.000,,,,,
6065519-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Raise and construct habitable basement & alterations to existing one family dwelling. Per plan.,0.0,Issued,,2819 E COLUMBIA ST,SEATTLE,WA,98122,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6065519-CN'},47.60882351,-122.29534524,"{'latitude': '47.60882351', 'longitude': '-122.29534524'}",0,0,0,Single-Family Add/Alt,,98209.0000,2006-09-15T00:00:00.000,0.0,0.0,2007-06-11T00:00:00.000,2027-06-12T00:00:00.000,,,,,
6064095-CN,Commercial,Non-Residential,Building,Addition/Alteration,Tenant improvement to mezzanine level for administrative offices in Pavillion Bldg  per plan.,0.0,Completed,,2901 WESTERN AVE,SEATTLE,WA,98121,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064095-CN'},47.61635068,-122.35386618,"{'latitude': '47.61635068', 'longitude': '-122.35386618'}",0,0,0,Commercial Add/Alt,Sellen Construction,10000.0000,2008-08-20T00:00:00.000,0.0,0.0,2008-09-05T00:00:00.000,2010-03-05T00:00:00.000,2008-11-21T00:00:00.000,,,,
6064105-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Construct art studio addition over existing garage accessory to single family residence per plan,0.0,Completed,,2219 W BERTONA ST,SEATTLE,WA,98199,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064105-CN'},47.65015888,-122.38557775,"{'latitude': '47.65015888', 'longitude': '-122.38557775'}",0,0,0,Single-Family Add/Alt,,50000.0000,2007-11-16T00:00:00.000,0.0,0.0,2007-12-07T00:00:00.000,2009-06-07T00:00:00.000,2009-01-26T00:00:00.000,,,,
6064161-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Closed as Incomplete - Expired Permit    STFI  Complete and final work of permits #708303 & 718859 [Imported from Master Tracker] to construct property line retaining wall per formerly approved plans  for single family residence  subject to field inspection.,0.0,Completed,,9400 WHITNEY PL NW,SEATTLE,WA,98117,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064161-CN'},47.69709748,-122.39839704,"{'latitude': '47.69709748', 'longitude': '-122.39839704'}",0,0,0,Single-Family Add/Alt,,5000.0000,2005-12-22T00:00:00.000,,,2005-12-22T00:00:00.000,2007-06-22T00:00:00.000,,,,,
6064184-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: 5/25/2010 HUD. PROJECT NOT ELIGIBLE FOR RE-ESTABLISHMENT UNTIL NEW SDOT SURETY BOND IN PLACE.Construct a single family dwelling with attached garage in ECA (steep slope and potential slide) and shoreline  per plans.,0.0,Completed,,9623 RAINIER AVE S,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064184-EX'},47.51859880,-122.25715262,"{'latitude': '47.5185988', 'longitude': '-122.25715262'}",0,0,0,N/A,,,,,,,,,,,,
6064228-DM,Single Family/Duplex,Residential,Demolition,,Demo existing single family residence per Abatement Order #1005593 and plot plan per STFI.,-1.0,Completed,,11345 5TH AVE NE,SEATTLE,WA,98125,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064228-DM'},47.71179057,-122.32365859,"{'latitude': '47.71179057', 'longitude': '-122.32365859'}",0,0,0,N/A,,,2005-10-05T00:00:00.000,1.0,0.0,2005-10-05T00:00:00.000,2007-04-05T00:00:00.000,2007-07-05T00:00:00.000,SF 7200,Detached Single-Family,0,
6064313-CN,Single Family/Duplex,Residential,Building,New,Closed as Incomplete - Expired Permit    Establish use as single family residence and construct one family dwelling with attached garage per plans.  (processing & document tracking for 2 A/Ps under 6064313),1.0,Completed,,1538 NW 59TH ST,SEATTLE,WA,98107,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064313-CN'},47.67192166,-122.37802444,"{'latitude': '47.67192166', 'longitude': '-122.37802444'}",0,0,0,Housing - Other,,151294.0000,2006-05-08T00:00:00.000,0.0,1.0,2006-06-14T00:00:00.000,2007-12-14T00:00:00.000,,LDT,Detached Single-Family,0,
6064331-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Construct carport/shed accessory to existing single family dwelling subject to field inspection,0.0,Completed,,8344 32ND AVE NW,SEATTLE,WA,98117,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064331-CN'},47.68969317,-122.39801334,"{'latitude': '47.68969317', 'longitude': '-122.39801334'}",0,0,0,Single-Family Add/Alt,,16211.0000,2005-09-20T00:00:00.000,,,2005-09-20T00:00:00.000,2007-03-20T00:00:00.000,2005-09-23T00:00:00.000,,,,
6064590-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Single story additions to garage and front porch together with associated interior alterations to an existing Single Family Residence  per plot plan and STFI,0.0,Completed,,10015 DENSMORE AVE N,SEATTLE,WA,98133,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064590-CN'},47.70198696,-122.33783008,"{'latitude': '47.70198696', 'longitude': '-122.33783008'}",0,0,0,Single-Family Add/Alt,,30000.0000,2006-07-25T00:00:00.000,,,2006-07-25T00:00:00.000,2008-01-25T00:00:00.000,2007-03-30T00:00:00.000,,,,
6064738-CN,Single Family/Duplex,Residential,Building,,SFR-Addition of 2nd story bathroom in exisitn loft and new roof over existing loft area.,0.0,Closed,,737 N 70TH ST,SEATTLE,WA,98103,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064738-CN'},47.67943406,-122.34824037,"{'latitude': '47.67943406', 'longitude': '-122.34824037'}",0,0,0,N/A,,,,,,,,,,,,
